행정구역,총인구수,연령구간인구수,2020년12월_계_0~9세,2020년12월_계_10~19세,2020년12월_계_20~29세,2020년12월_계_30~39세,2020년12월_계_40~49세,2020년12월_계_50~59세,2020년12월_계_60~69세,2020년12월_계_70~79세,2020년12월_계_80~89세,2020년12월_계_90~99세,2020년12월_계_100세 이상
강원도 원주시 우산동(4213060000),13673,13673,1041,1222,2015,1661,2120,2325,1866,909,438,72,4
강원도 원주시 태장1동(4213061000),10161,10161,798,1158,1073,1094,1753,1722,1394,739,387,38,5
강원도 원주시 태장2동(4213062000),24978,24978,1778,2669,3014,2786,4202,4625,3332,1581,873,115,3
강원도 원주시 봉산동(4213063500),8217,8217,277,685,938,652,1055,1626,1517,865,514,79,9
강원도 원주시 행구동(4213065000),7596,7596,468,866,938,687,1193,1495,1095,495,298,56,5
강원도 원주시 무실동(4213066000),32678,32678,3257,4321,4067,4420,6291,5106,3288,1260,558,104,6
강원도 원주시 반곡관설동(4213067500),43988,43988,5318,5803,5220,7349,8829,6266,3201,1280,628,89,5
강원도 강릉시 (4215000000),213321,213321,13488,18974,25201,21691,32357,36652,33706,19586,9908,1649,109
강원도 강릉시 주문진읍(4215025000),16208,16208,605,953,1439,1157,1983,2948,3450,2289,1159,203,22
강원도 강릉시 성산면(4215031000),3436,3436,130,200,295,208,381,697,727,431,312,50,5
강원도 강릉시 왕산면(4215032000),1590,1590,27,35,95,79,112,324,470,277,148,23,0
강원도 강릉시 구정면(4215033000),4130,4130,196,270,349,340,486,715,902,496,299,71,6
강원도 강릉시 강동면(4215034000),4310,4310,104,181,419,301,442,766,958,670,392,70,7
강원도 강릉시 옥계면(4215035000),3553,3553,118,164,262,216,320,682,863,557,324,44,3
강원도 강릉시 사천면(4215036000),4547,4547,195,215,422,400,575,839,990,542,316,51,2
강원도 강릉시 연곡면(4215037000),6596,6596,388,476,509,571,964,1166,1311,758,390,58,5
강원도 강릉시 홍제동(4215051000),15424,15424,1378,1551,1748,2051,2664,2447,1919,1071,498,91,6
강원도 강릉시 중앙동(4215052000),5022,5022,165,286,600,445,633,803,1002,677,322,83,6
강원도 강릉시 옥천동(4215054000),3395,3395,98,169,321,285,411,596,684,559,246,26,0
강원도 강릉시 교1동(4215055000),26171,26171,1832,3037,3604,2610,4587,4484,3189,1787,905,128,8
강원도 강릉시 교2동(4215056000),7911,7911,367,643,946,758,1049,1459,1432,807,382,60,8
강원도 강릉시 포남1동(4215057100),10527,10527,434,761,1305,914,1450,2002,1955,1156,475,70,5
강원도 강릉시 포남2동(4215057200),13058,13058,601,1193,1671,1262,1885,2482,2252,1118,498,96,0
강원도 강릉시 초당동(4215058000),4860,4860,288,410,578,547,729,942,749,372,211,34,0
강원도 강릉시 송정동(4215059000),10082,10082,908,1055,1146,1312,1681,1651,1387,582,301,56,3
강원도 강릉시 내곡동(4215060000),16700,16700,1464,1549,2552,2179,2724,2523,2104,1021,506,76,2
강원도 강릉시 강남동(4215061500),18134,18134,945,1561,2004,1651,2582,3189,2933,2082,1022,151,14
강원도 강릉시 성덕동(4215064500),28746,28746,2493,3515,3478,3340,5232,4560,3334,1725,917,145,7
강원도 강릉시 경포동(4215066500),8921,8921,752,750,1458,1065,1467,1377,1095,609,285,63,0
강원도 동해시 (4217000000),90593,90593,6625,8817,9419,9233,14569,15638,13905,8082,3750,524,31
강원도 동해시 천곡동(4217051000),30930,30930,2834,3320,3426,3726,5200,5117,4433,1945,808,120,1
강원도 동해시 송정동(4217052000),4071,4071,165,254,555,316,546,720,723,481,266,44,1
강원도 동해시 북삼동(4217053000),19257,19257,1488,2545,2195,1923,3708,3461,2188,1188,491,70,0
강원도 동해시 부곡동(4217054000),5184,5184,185,355,472,375,705,932,1102,711,299,44,4
강원도 동해시 동호동(4217055000),5191,5191,302,467,495,438,742,941,875,650,257,18,6
강원도 동해시 발한동(4217057000),3568,3568,105,167,272,226,423,593,809,624,301,44,4
강원도 동해시 묵호동(4217059000),3184,3184,104,166,205,181,409,496,702,581,304,30,6
강원도 동해시 북평동(4217060000),12654,12654,1164,1160,1319,1527,2066,2171,1739,927,511,68,2
강원도 동해시 망상동(4217063000),3619,3619,176,189,265,306,429,638,728,539,297,47,5
강원도 동해시 삼화동(4217065000),2935,2935,102,194,215,215,341,569,606,436,216,39,2
강원도 태백시 (4219000000),42719,42719,2574,3831,3679,3779,6434,7376,7682,4924,2093,282,65
강원도 태백시 황지동(4219051500),6452,6452,478,577,616,603,927,1131,1111,685,266,43,15
강원도 태백시 황연동(4219052500),4474,4474,188,305,353,277,622,807,1003,631,237,43,8
강원도 태백시 삼수동(4219053500),6045,6045,399,515,405,547,943,965,1095,776,344,47,9
강원도 태백시 상장동(4219054000),13609,13609,1103,1637,1441,1523,2585,2194,1735,958,378,47,8
강원도 태백시 문곡소도동(4219058500),3905,3905,155,272,274,283,505,750,916,517,202,26,5
강원도 태백시 장성동(4219059500),3512,3512,132,241,302,258,394,723,720,464,241,30,7
강원도 태백시 구문소동(4219060500),2604,2604,77,184,156,158,271,426,600,489,218,21,4
강원도 태백시 철암동(4219061500),2118,2118,42,100,132,130,187,380,502,404,207,25,9
강원도 속초시 (4221000000),82665,82665,5859,7478,9018,9199,12482,15176,12798,6804,3202,617,32
강원도 속초시 영랑동(4221051000),4522,4522,168,255,434,398,517,910,1022,535,237,43,3
강원도 속초시 동명동(4221052000),3771,3771,244,271,324,366,505,741,672,428,188,30,2
강원도 속초시 금호동(4221054000),6246,6246,233,454,635,459,774,1286,1236,710,374,80,5
강원도 속초시 교동(4221056000),9743,9743,551,893,1105,999,1406,1751,1706,849,394,85,4
강원도 속초시 노학동(4221057000),21208,21208,1358,2209,2366,2153,3396,3996,3177,1622,782,145,4
강원도 속초시 조양동(4221058000),29540,29540,2998,3028,3520,4098,5012,4966,3378,1680,729,125,6
강원도 속초시 청호동(4221059000),4514,4514,237,249,379,504,545,864,870,504,289,68,5
강원도 속초시 대포동(4221060000),3121,3121,70,119,255,222,327,662,737,476,209,41,3
강원도 삼척시 (4223000000),65243,65243,3861,5134,7236,5795,8923,11331,11167,7187,3976,582,51
강원도 삼척시 도계읍(4223025000),10044,10044,326,760,1857,565,1096,1674,1858,1230,593,69,16
강원도 삼척시 원덕읍(4223025300),3333,3333,95,144,244,223,391,631,694,516,338,49,8
강원도 삼척시 원덕읍임원출장소(4223025400),1747,1747,41,64,136,93,193,362,371,299,159,29,0
강원도 삼척시 근덕면(4223031000),5209,5209,107,231,347,288,480,1000,1178,858,612,101,7
강원도 삼척시 하장면(4223032000),1338,1338,28,37,70,75,149,295,370,180,119,15,0
강원도 삼척시 노곡면(4223033000),725,725,9,8,37,23,60,148,186,138,93,23,0
강원도 삼척시 미로면(4223034000),1862,1862,43,64,93,97,197,350,428,334,220,35,1
강원도 삼척시 가곡면(4223035000),702,702,13,28,29,23,79,140,171,130,76,12,1
강원도 삼척시 신기면(4223036000),673,673,18,11,24,41,73,125,165,121,85,9,1
강원도 삼척시 남양동(4223051000),7719,7719,292,497,749,594,957,1452,1584,1036,499,57,2
강원도 삼척시 교동(4223053000),14644,14644,1685,1688,1889,2067,2547,2275,1428,678,324,57,6
강원도 삼척시 정라동(4223054000),9092,9092,655,838,1008,947,1501,1536,1312,827,397,64,7
강원도 삼척시 성내동(4223057000),8155,8155,549,764,753,759,1200,1343,1422,840,461,62,2
강원도 홍천군 (4272000000),69242,69242,3800,5180,6875,6139,8297,12754,13820,7310,4387,637,43
강원도 홍천군 홍천읍(4272025000),34932,34932,2640,3601,4191,3918,5346,6036,5029,2556,1390,206,19
강원도 홍천군 화촌면(4272031000),4656,4656,121,160,389,308,385,822,1245,702,439,82,3
강원도 홍천군 두촌면(4272032000),2420,2420,45,118,141,107,153,457,683,410,252,52,2
강원도 홍천군 내촌면(4272033000),2392,2392,47,93,129,96,195,491,698,373,244,26,0
강원도 홍천군 서석면(4272034000),3753,3753,131,198,271,205,309,805,978,488,327,37,4
강원도 홍천군 동면(4272035000),3972,3972,108,162,242,213,343,763,1102,616,373,44,6
강원도 홍천군 남면(4272036000),6184,6184,376,388,802,608,551,1019,1210,695,469,65,1
강원도 홍천군 서면(4272037000),3829,3829,101,130,244,251,370,756,1064,541,314,55,3
강원도 홍천군 북방면(4272038000),3887,3887,114,186,269,243,355,836,976,513,351,40,4
강원도 홍천군 내면(4272039000),3217,3217,117,144,197,190,290,769,835,416,228,30,1
강원도 횡성군 (4273000000),46472,46472,2159,3500,3851,3439,5119,8739,10273,5592,3242,523,35
강원도 횡성군 횡성읍(4273025000),20755,20755,1461,2001,2275,2025,2977,3642,3301,1822,1045,193,13
강원도 횡성군 우천면(4273031000),4517,4517,126,204,375,251,421,899,1147,660,372,56,6
강원도 횡성군 안흥면(4273032000),3077,3077,63,505,138,123,189,569,790,419,240,38,3
강원도 횡성군 둔내면(4273033000),5889,5889,244,388,389,439,641,1203,1392,716,418,55,4
강원도 횡성군 갑천면(4273034000),2408,2408,39,83,131,114,164,461,734,395,248,36,3
강원도 횡성군 청일면(4273035000),2429,2429,33,70,129,94,165,530,733,404,228,41,2
강원도 횡성군 공근면(4273036000),3509,3509,87,112,212,181,274,695,992,546,344,63,3
강원도 횡성군 서원면(4273037000),2140,2140,70,68,118,136,157,390,649,309,210,32,1
강원도 횡성군 강림면(4273038000),1748,1748,36,69,84,76,131,350,535,321,137,9,0
강원도 영월군 (4275000000),38662,38662,1677,2869,3311,2780,4614,7364,8091,4834,2715,355,52
강원도 영월군 영월읍(4275025000),21098,21098,1294,2116,2344,1886,2970,3786,3374,2098,1068,142,20
강원도 영월군 상동읍(4275025300),1094,1094,21,29,47,52,103,219,272,206,128,15,2
강원도 영월군 중동면(4275031000),1472,1472,26,53,71,62,115,339,383,255,151,16,1
강원도 영월군 김삿갓면(4275032500),1736,1736,29,73,90,63,161,405,477,261,152,22,3
강원도 영월군 북면(4275033000),2181,2181,37,94,142,105,204,451,563,345,209,24,7
강원도 영월군 남면(4275034000),2261,2261,47,96,121,114,222,432,640,345,210,29,5
강원도 영월군 한반도면(4275035500),1256,1256,38,52,97,88,134,270,310,158,98,10,1
강원도 영월군 한반도면쌍용출장소(4275035900),1754,1754,48,71,101,119,183,327,425,283,167,29,1
강원도 영월군 주천면(4275036000),3784,3784,95,198,222,191,336,742,1018,541,386,45,10
강원도 영월군 무릉도원면(4275038000),2026,2026,42,87,76,100,186,393,629,342,146,23,2
강원도 평창군 (4276000000),41681,41681,1868,2907,3415,3098,5341,8080,8876,4988,2701,365,42
강원도 평창군 평창읍(4276025000),8572,8572,419,729,782,674,1090,1605,1705,918,558,85,7
강원도 평창군 미탄면(4276031000),1661,1661,35,78,112,65,191,348,428,252,127,25,0
강원도 평창군 방림면(4276032000),866,866,22,40,50,40,74,178,239,141,71,10,1
강원도 평창군 방림면계촌출장소(4276032500),1662,1662,52,68,96,90,145,358,472,246,112,22,1
강원도 평창군 대화면(4276033000),5316,5316,221,327,401,323,642,1006,1218,684,431,57,6
강원도 평창군 봉평면(4276034000),5731,5731,282,431,424,469,776,1149,1243,618,310,27,2
강원도 평창군 용평면(4276035000),3098,3098,120,204,211,159,393,670,699,363,248,30,1
강원도 평창군 진부면(4276036000),8772,8772,418,665,748,636,1132,1642,1784,1116,535,79,17
강원도 평창군 대관령면(4276038000),6003,6003,299,365,591,642,898,1124,1088,650,309,30,7
강원도 정선군 (4277000000),36870,36870,1736,2544,2820,3078,4978,6986,7575,4520,2231,352,50
강원도 정선군 정선읍(4277025000),10735,10735,638,1016,1017,934,1680,1921,1783,1092,533,106,15
강원도 정선군 고한읍(4277025300),4724,4724,260,233,335,707,728,776,878,553,214,31,9
강원도 정선군 사북읍(4277025600),4822,4822,298,379,410,476,751,914,925,477,171,15,6
강원도 정선군 신동읍(4277025900),1859,1859,71,124,121,96,213,374,418,280,147,15,0
강원도 정선군 신동읍함백출장소(4277026000),1673,1673,37,105,121,98,174,332,373,269,129,24,11
강원도 정선군 남면(4277032000),3282,3282,151,178,219,292,446,646,784,371,171,22,2
강원도 정선군 북평면(4277034000),2540,2540,97,164,174,136,295,502,555,351,223,41,2
강원도 정선군 임계면(4277035000),3530,3530,100,154,194,178,318,746,885,551,349,52,3
강원도 정선군 화암면(4277036000),1676,1676,35,94,109,65,175,383,430,242,121,21,1
강원도 정선군 여량면(4277037000),2029,2029,49,97,120,96,198,392,544,334,173,25,1
강원도 철원군 (4278000000),44699,44699,3365,3795,5846,4687,5687,7227,6726,4716,2244,361,45
강원도 철원군 철원읍(4278025000),5414,5414,420,502,676,551,679,899,771,595,280,39,2
강원도 철원군 김화읍(4278025300),3571,3571,364,253,543,453,379,477,497,367,203,33,2
강원도 철원군 갈말읍(4278025600),12054,12054,826,998,1621,1253,1615,2044,1834,1209,550,92,12
강원도 철원군 동송읍(4278025900),15483,15483,1171,1464,1832,1574,2078,2560,2331,1590,739,125,19
강원도 철원군 서면(4278031000),2001,2001,166,96,429,239,190,243,272,227,114,20,5
강원도 철원군 서면와수출장소(4278031500),3796,3796,233,342,448,351,538,648,592,390,214,36,4
강원도 철원군 근남면(4278032000),2271,2271,185,137,294,263,199,340,408,297,131,16,1
강원도 철원군 근북면(4278033000),109,109,0,3,3,3,9,16,21,41,13,0,0
강원도 화천군 (4279000000),24857,24857,1791,1797,3906,2846,2745,3914,3837,2415,1366,225,15
강원도 화천군 화천읍(4279025000),8427,8427,715,768,1193,1017,1161,1319,1073,734,393,51,3
강원도 화천군 간동면(4279031000),2712,2712,55,145,269,136,219,585,623,406,225,48,1
강원도 화천군 하남면(4279032000),2901,2901,128,273,276,248,371,526,518,324,204,28,5
강원도 화천군 상서면(4279033000),4314,4314,302,152,1156,535,333,522,625,392,250,45,2
강원도 화천군 사내면(4279034000),6503,6503,591,459,1012,910,661,962,998,559,294,53,4
강원도 양구군 (4280000000),22278,22278,1702,2047,3171,2547,2556,3547,3365,2020,1160,148,15
강원도 양구군 양구읍(4280025000),14214,14214,1437,1625,1869,1985,1873,2033,1803,949,564,65,11
강원도 양구군 남면(4280031000),3381,3381,115,184,436,243,302,670,677,460,256,34,4
강원도 양구군 동면(4280032000),2024,2024,65,91,442,130,158,352,351,270,141,24,0
강원도 양구군 방산면(4280033000),1346,1346,45,64,307,100,83,209,263,157,105,13,0
강원도 양구군 해안면(4280034000),1313,1313,40,83,117,89,140,283,271,184,94,12,0
강원도 인제군 (4281000000),31694,31694,2499,2314,4067,3902,3998,5255,5205,2677,1507,256,14
강원도 인제군 인제읍(4281025000),9840,9840,924,842,1248,1334,1418,1521,1384,713,382,67,7
강원도 인제군 인제읍귀둔출장소(4281025100),515,515,16,31,35,28,61,119,112,77,33,3,0
강원도 인제군 남면(4281031000),3956,3956,322,265,522,538,408,605,708,328,222,38,0
강원도 인제군 북면(4281032000),8223,8223,593,623,1050,896,1071,1468,1363,692,400,63,4
강원도 인제군 기린면(4281033000),5051,5051,400,329,563,657,624,881,872,425,250,48,2
강원도 인제군 서화면(4281034000),2576,2576,201,141,517,370,255,339,385,233,118,17,0
강원도 인제군 상남면(4281035000),1533,1533,43,83,132,79,161,322,381,209,102,20,1
강원도 고성군 (4282000000),26757,26757,1273,1621,2868,2219,3063,4822,5193,3499,1843,339,17
강원도 고성군 간성읍(4282025000),6981,6981,545,583,900,780,905,1135,1025,663,368,72,5
강원도 고성군 거진읍(4282025300),6251,6251,204,340,526,355,628,1141,1379,1011,548,115,4
강원도 고성군 현내면(4282031000),2407,2407,59,101,159,154,209,449,588,428,220,39,1
강원도 고성군 죽왕면(4282032000),3777,3777,157,194,409,316,389,689,765,520,291,43,4
강원도 고성군 토성면(4282033000),7341,7341,308,403,874,614,932,1408,1436,877,416,70,3
강원도 양양군 (4283000000),27946,27946,1350,1845,2411,2340,3524,5101,5539,3648,1850,321,17
강원도 양양군 양양읍(4283025000),12549,12549,861,1149,1243,1266,1926,2174,2002,1221,598,106,3
강원도 양양군 서면(4283031000),2877,2877,70,167,225,158,314,544,651,472,233,43,0
강원도 양양군 손양면(4283032000),2336,2336,72,99,195,149,243,459,487,379,222,26,5
강원도 양양군 현북면(4283033000),2561,2561,74,92,160,189,232,487,633,434,223,34,3
강원도 양양군 현남면(4283034000),3054,3054,93,119,167,228,318,533,722,512,301,57,4
강원도 양양군 강현면(4283035000),4569,4569,180,219,421,350,491,904,1044,630,273,55,2
충청북도  (4300000000),1600837,1600837,123371,149379,199209,194677,241194,273800,223341,120519,65569,9209,569
충청북도 청주시 (4311000000),844993,844993,74249,86167,120028,118377,136530,137967,97151,47351,23577,3409,187
충청북도 청주시 상당구 (4311100000),190034,190034,16082,19792,24502,22877,30305,32973,23895,12310,6251,991,56
충청북도 청주시 상당구 낭성면(4311131000),2260,2260,49,64,166,126,173,457,598,339,243,44,1
충청북도 청주시 상당구 미원면(4311132000),5030,5030,114,204,318,291,415,950,1267,820,542,100,9
충청북도 청주시 상당구 가덕면(4311133000),3951,3951,109,123,320,244,362,877,937,581,347,50,1
충청북도 청주시 상당구 남일면(4311134000),6870,6870,418,435,745,686,824,1338,1268,633,459,58,6
충청북도 청주시 상당구 문의면(4311135000),4020,4020,96,195,313,230,415,759,864,606,466,74,2
충청북도 청주시 상당구 중앙동(4311152500),6029,6029,247,438,891,622,813,1017,964,645,348,40,4
충청북도 청주시 상당구 성안동(4311154500),6911,6911,223,397,988,678,847,1175,1291,807,423,75,7
충청북도 청주시 상당구 탑대성동(4311162000),8866,8866,410,693,1053,834,1218,1629,1519,970,463,73,4
충청북도 청주시 상당구 영운동(4311167000),10761,10761,629,919,1341,1158,1585,1897,1726,1019,424,62,1
충청북도 청주시 상당구 금천동(4311168000),30156,30156,2528,3735,3967,3303,5338,5095,3467,1865,745,108,5
충청북도 청주시 상당구 용담.명암.산성동(4311169000),13550,13550,1556,1993,1514,1585,2574,2143,1211,641,288,43,2
충청북도 청주시 상당구 용암1동(4311172000),54190,54190,5505,6421,7586,7575,9490,9127,5328,2061,928,162,7
충청북도 청주시 상당구 용암2동(4311173000),37440,37440,4198,4175,5300,5545,6251,6509,3455,1323,575,102,7
충청북도 청주시 서원구 (4311200000),194720,194720,13842,20371,28330,22663,30681,34235,25187,12447,6062,856,46
충청북도 청주시 서원구 남이면(4311231000),10118,10118,624,666,1146,1058,1268,2212,1755,826,496,66,1
충청북도 청주시 서원구 현도면(4311232000),3350,3350,88,124,202,213,340,619,773,547,382,59,3
충청북도 청주시 서원구 사직1동(4311251000),7735,7735,309,534,934,768,1017,1549,1392,771,393,60,8
충청북도 청주시 서원구 사직2동(4311252000),14367,14367,1395,1420,1714,1924,2086,2371,2015,921,445,70,6
충청북도 청주시 서원구 사창동(4311253000),14863,14863,671,989,3460,1985,1887,2169,2001,1186,463,48,4
충청북도 청주시 서원구 모충동(4311254000),14698,14698,688,1000,2300,1603,1893,2695,2578,1276,578,81,6
충청북도 청주시 서원구 산남동(4311255000),26782,26782,2420,4038,3624,3198,5189,4506,2242,997,495,70,3
충청북도 청주시 서원구 분평동(4311256000),30829,30829,2564,4165,4525,3437,5608,5593,2743,1343,748,101,2
충청북도 청주시 서원구 수곡1동(4311257000),13639,13639,563,971,2066,1325,1785,2546,2342,1356,608,72,5
충청북도 청주시 서원구 수곡2동(4311258000),13551,13551,690,1104,1714,1273,1686,2778,2401,1209,597,97,2
충청북도 청주시 서원구 성화.개신.죽림동(4311259000),44788,44788,3830,5360,6645,5879,7922,7197,4945,2015,857,132,6
충청북도 청주시 흥덕구 (4311300000),265866,265866,24206,26526,41122,41249,43173,43084,27649,12171,5829,823,34
충청북도 청주시 흥덕구 오송읍(4311325000),23602,23602,2325,2282,3144,3895,4106,3286,2459,1326,670,103,6
충청북도 청주시 흥덕구 강내면(4311331000),10859,10859,685,1050,1431,1140,1561,2087,1536,832,473,60,4
충청북도 청주시 흥덕구 옥산면(4311332000),18018,18018,2290,1280,1978,3534,2597,2738,2008,966,551,72,4
충청북도 청주시 흥덕구 운천.신봉동(4311370000),17187,17187,914,1525,2537,1904,2493,3521,2556,1096,554,84,3
충청북도 청주시 흥덕구 복대1동(4311374100),51429,51429,6015,6561,7371,8585,10025,7278,3497,1371,640,83,3
충청북도 청주시 흥덕구 복대2동(4311374200),16183,16183,645,1085,3418,1883,2026,2941,2440,1237,451,54,3
충청북도 청주시 흥덕구 가경동(4311374700),52634,52634,4515,6566,7707,6466,8933,9823,5597,2020,874,128,5
충청북도 청주시 흥덕구 봉명1동(4311375100),9828,9828,490,587,2020,1661,1355,1582,1261,611,234,27,0
충청북도 청주시 흥덕구 봉명2.송정동(4311375600),24344,24344,1768,2337,4263,3954,3909,4046,2525,1024,444,72,2
충청북도 청주시 흥덕구 강서제1동(4311376000),28414,28414,2046,2339,5342,4672,4326,4545,3001,1335,690,115,3
충청북도 청주시 흥덕구 강서제2동(4311377000),13368,13368,2513,914,1911,3555,1842,1237,769,353,248,25,1
충청북도 청주시 청원구 (4311400000),194373,194373,20119,19478,26074,31588,32371,27675,20420,10423,5435,739,51
충청북도 청주시 청원구 내수읍(4311425000),19527,19527,1509,1893,2346,2115,3096,3539,2605,1463,824,128,9
충청북도 청주시 청원구 오창읍(4311425300),70066,70066,10048,7507,8990,15520,12574,7362,4669,2119,1109,162,6
충청북도 청주시 청원구 북이면(4311431000),4644,4644,101,168,364,286,437,904,1114,702,491,67,10
충청북도 청주시 청원구 우암동(4311451000),12345,12345,539,735,2067,1472,1583,2050,1925,1250,656,61,7
충청북도 청주시 청원구 내덕1동(4311452000),8604,8604,340,566,1083,813,1168,1561,1577,984,455,52,5
충청북도 청주시 청원구 내덕2동(4311453000),13035,13035,839,1033,1991,1537,1989,2207,1782,1100,497,57,3
충청북도 청주시 청원구 율량.사천동(4311454000),47747,47747,4290,5224,7316,6834,7974,7772,5163,2034,987,145,8
충청북도 청주시 청원구 오근장동(4311455000),18405,18405,2453,2352,1917,3011,3550,2280,1585,771,416,67,3
충청북도 충주시 (4313000000),210186,210186,14581,18883,24405,23337,30940,37632,31737,17429,9881,1291,70
충청북도 충주시 주덕읍(4313025000),4864,4864,105,208,375,306,480,1029,1174,675,461,48,3
충청북도 충주시 살미면(4313031000),2039,2039,42,65,118,95,163,429,577,329,185,35,1
충청북도 충주시 수안보면(4313032500),2988,2988,74,117,192,156,254,645,768,491,247,43,1
충청북도 충주시 대소원면(4313033500),8734,8734,579,411,1392,1366,1188,1460,1288,598,393,52,7
충청북도 충주시 신니면(4313035000),3010,3010,29,116,173,171,231,596,790,496,369,36,3
충청북도 충주시 노은면(4313036000),2317,2317,53,96,126,117,179,401,632,401,274,35,3
충청북도 충주시 앙성면(4313037000),3944,3944,74,130,268,180,324,808,1046,644,405,61,4
충청북도 충주시 중앙탑면(4313038500),13226,13226,2029,960,1566,3011,2056,1548,1143,538,321,53,1
충청북도 충주시 금가면(4313039000),3782,3782,337,272,512,468,507,512,562,342,240,27,3
충청북도 충주시 동량면(4313040000),3706,3706,111,173,265,180,333,734,894,562,386,66,2
충청북도 충주시 산척면(4313041000),2297,2297,54,84,139,121,190,437,575,387,274,34,2
충청북도 충주시 엄정면(4313042000),3256,3256,84,168,188,166,258,584,861,521,371,49,6
충청북도 충주시 소태면(4313043000),1953,1953,68,76,100,115,148,339,525,330,229,22,1
충청북도 충주시 성내.충인동(4313051500),2706,2706,94,158,270,226,340,478,539,357,204,37,3
충청북도 충주시 교현.안림동(4313053500),23628,23628,1607,2549,2779,2438,3721,4382,3378,1742,922,104,6
충청북도 충주시 교현2동(4313054000),7070,7070,272,545,881,608,957,1278,1251,801,424,50,3
충청북도 충주시 용산동(4313055000),15528,15528,1250,2020,1886,1663,2876,2712,1713,884,468,52,4
충청북도 충주시 지현동(4313056000),5259,5259,246,481,576,444,733,961,876,587,313,39,3
충청북도 충주시 문화동(4313057100),9606,9606,358,701,1064,851,1174,1793,1922,1104,555,78,6
충청북도 충주시 호암.직동(4313058000),18282,18282,2049,2365,2179,2621,3390,2843,1665,742,374,54,0
충청북도 충주시 달천동(4313060500),3666,3666,94,145,499,256,399,722,754,486,280,30,1
충청북도 충주시 봉방동(4313061000),9422,9422,549,771,1139,1013,1421,1732,1521,889,342,43,2
충청북도 충주시 칠금.금릉동(4313062500),14554,14554,1021,1718,1924,1445,2508,2837,1693,904,448,54,2
충청북도 충주시 연수동(4313063000),37667,37667,2820,3867,5031,4495,5959,7152,4804,2212,1169,157,1
충청북도 충주시 목행.용탄동(4313064000),6682,6682,582,687,763,825,1151,1220,786,407,227,32,2
충청북도 제천시 (4315000000),133018,133018,8740,11695,14739,13011,18442,24010,22803,12444,6236,822,76
충청북도 제천시 봉양읍(4315025000),6772,6772,269,354,476,423,708,1286,1677,939,559,79,2
충청북도 제천시 금성면(4315031000),1936,1936,44,91,120,105,138,387,532,290,194,30,5
충청북도 제천시 청풍면(4315032000),1283,1283,27,48,68,63,89,266,349,221,135,14,3
충청북도 제천시 수산면(4315033000),2044,2044,42,69,88,73,139,400,593,377,238,20,5
충청북도 제천시 덕산면(4315034000),2194,2194,68,193,75,75,182,388,565,398,213,37,0
충청북도 제천시 한수면(4315035000),708,708,20,33,31,37,67,148,188,96,70,16,2
충청북도 제천시 백운면(4315036000),3263,3263,86,132,166,124,245,607,964,543,341,51,4
충청북도 제천시 송학면(4315038000),4633,4633,95,205,373,226,417,900,1224,710,416,62,5
충청북도 제천시 교동(4315051000),18898,18898,1602,2383,2291,2011,3304,3434,2286,1075,462,44,6
충청북도 제천시 의림지동(4315051800),9931,9931,821,1124,1274,1040,1634,1778,1335,564,303,56,2
충청북도 제천시 중앙동(4315052800),5874,5874,248,420,645,495,746,1020,1221,733,298,43,5
충청북도 제천시 남현동(4315053700),4920,4920,198,309,557,401,562,910,1080,633,244,24,2
충청북도 제천시 영서동(4315054700),10284,10284,770,904,1059,1145,1476,1779,1603,1012,467,50,19
충청북도 제천시 용두동(4315056000),17990,17990,1358,1792,2624,2174,2718,3157,2359,1122,609,76,1
충청북도 제천시 신백동(4315057700),11188,11188,748,1184,1357,1031,1735,2156,1572,912,432,56,5
충청북도 제천시 청전동(4315059000),15739,15739,688,1134,1921,1409,1929,2953,3223,1675,701,100,6
충청북도 제천시 화산동(4315060500),15361,15361,1656,1320,1614,2179,2353,2441,2032,1144,554,64,4
충청북도 보은군 (4372000000),32412,32412,1464,2111,2377,2210,3320,5900,6814,4584,3114,490,28
충청북도 보은군 보은읍(4372025000),14938,14938,1021,1335,1411,1300,1949,2690,2544,1555,981,141,11
충청북도 보은군 속리산면(4372031500),1907,1907,32,84,118,91,165,397,478,342,159,38,3
충청북도 보은군 장안면(4372032500),1467,1467,75,76,104,140,159,257,266,207,155,26,2
충청북도 보은군 마로면(4372033000),2193,2193,54,90,86,93,151,384,560,431,301,40,3
충청북도 보은군 탄부면(4372034000),1667,1667,24,59,85,71,104,269,416,351,255,30,3
충청북도 보은군 삼승면(4372035000),2295,2295,57,137,151,161,193,392,522,383,274,24,1
충청북도 보은군 수한면(4372036000),1932,1932,48,90,107,104,161,331,511,297,235,47,1
충청북도 보은군 회남면(4372037000),761,761,26,25,27,25,58,138,227,142,80,13,0
충청북도 보은군 회인면(4372038500),1763,1763,54,68,85,60,121,338,440,315,239,42,1
충청북도 보은군 내북면(4372039000),1704,1704,34,70,104,80,109,342,410,289,218,47,1
충청북도 보은군 산외면(4372040000),1785,1785,39,77,99,85,150,362,440,272,217,42,2
충청북도 옥천군 (4373000000),50527,50527,2590,3884,4412,3877,6253,8962,9855,6358,3740,569,27
충청북도 옥천군 옥천읍(4373025000),28977,28977,2114,3036,3144,2763,4484,4980,4341,2665,1261,183,6
충청북도 옥천군 동이면(4373031000),3220,3220,84,130,222,178,289,616,832,481,331,56,1
충청북도 옥천군 안남면(4373032000),1418,1418,39,67,62,75,99,274,353,245,169,35,0
